8.154640952069190263e+00,9.736249804568421595e+00
4.759137212348282908e+00,8.188445751797791772e+00
6.575148910565888016e+00,8.415184986693640568e+00
4.075203768374963786e+00,6.139387644712217984e+00
6.420405345291214871e+00,1.023842102611554239e+01
4.696521110445455172e+00,8.831613777725083381e+00
4.586979806256666237e+00,5.026329103817971600e+00
5.369330137289479055e+00,7.563374563954624819e+00
6.195703203265699344e+00,9.405900733987463624e+00
5.910579329493064193e-01,5.142956815673958459e+00
8.810383773272519647e+00,1.099742795740277046e+01
9.488792241297847596e+00,1.329832320655732758e+01
6.185202491919080892e+00,8.370431842700027047e+00
8.319391176651125264e-01,3.795454885507149712e+00
5.984967892787576460e+00,8.451737663918928334e+00
2.370607563270921148e-01,3.134931295401756302e+00
3.386672435997540198e+00,8.273967909465451243e+00
7.713964072524373883e+00,9.569967137230092291e+00
7.178221455046179145e+00,1.018362599828103043e+01
6.027622755276945909e+00,8.542419387522848240e+00
2.416984957843112625e+00,7.073887532080650686e+00
6.330687202184865470e+00,8.586710636895892534e+00
2.097899497022960968e+00,6.077773923172769877e+00
3.550748667938041780e+00,7.205478855099507918e+00
3.045482276161903812e+00,6.342607696241072013e+00
2.519541005601589667e+00,5.816939950286954542e+00
6.623291303509006411e+00,9.646871868127128380e+00
6.813327151143297122e+00,7.108362925325830695e+00
5.211701108445851993e+00,9.099335496827697156e+00
4.878187771817064977e+00,8.567296915106446420e+00
2.815924496559817136e+00,5.991723985342860104e+00
5.372758045938084592e+00,9.702835812699941442e+00
4.587584364148874272e+00,9.893390105720589744e+00
4.255173730987714009e+00,7.199477862407968942e+00
4.644766721415905408e+00,8.721113596340924090e+00
4.542741834001398971e+00,7.170379312943180317e+00
5.949247152042968168e+00,8.535501780469028077e+00
6.767149255500689797e+00,1.015771163318442305e+01
5.128765496111628686e+00,8.277186656028277412e+00
5.031562079596420212e+00,9.024564315002756132e+00
8.727214490041713901e+00,9.800709076598787206e+00
4.584194198405310949e+00,6.281065012932322666e+00
7.698042149667186251e+00,6.279957800354409869e+00
6.497561077493124948e+00,1.080735926719202844e+01
7.883161203927148364e+00,9.351492893152107300e+00
3.151719696569431850e+00,5.844239617120591923e+00
9.827083929188791700e+00,1.213042256857436030e+01
3.670412909986066285e+00,6.722913891849414902e+00
4.482984159552027670e+00,7.921507595598123785e+00
6.997155153834179409e+00,9.941440849428889948e+00
4.798190227115962436e+00,7.050578394326984188e+00
5.896877277863910471e+00,7.637032037185076838e+00
7.404237724490268846e+00,1.028262644914625135e+01
4.285828577597098565e+00,8.003655293494134071e+00
5.344415046116149703e+00,1.025595612512790922e+01
6.139932858021030171e+00,8.149473554030114641e+00
1.015220827528001735e+01,1.172305292870939653e+01
5.365261159895339027e+00,4.420257111504902525e+00
1.045406204135453265e+00,7.943194396626030773e+00
1.770120701967834886e+00,4.226859092243725691e+00
7.876853406880448105e+00,9.510958130714209702e+00
6.060351604711653906e+00,7.544253042478242577e+00
4.780607538431201675e+00,7.212753703801485727e+00
